        Source &       Edot &     age &               Distance &                   F_GeV &                   F_TeV &                 F_Xray &                    L_GeV
 HESSJ1818-154 & 2.3000e-01 &    9.00 &           10.0 $\pm$ 3 &             $<8.86591 $ &   $1.29742 \pm 0.90339$ &                \nodata &               $<6.45392$
 HESSJ1825-137 & 2.8000e+02 &   21.00 &           3.9$\pm 0.4$ & $59.33028 \pm 77.28056$ & $61.00000 \pm 13.89000$ &  $0.44000 \pm 0.08800$ & $ 12.04985 \pm 15.86896$
 HESSJ1831-098 & 1.1000e+02 &  128.00 &                   4.33 &            $<11.28011 $ &   $5.08000 \pm 0.58000$ &                \nodata &               $<2.15945$
 HESSJ1833-105 & 3.4000e+03 &    4.85 &    4.7$^{+0.5}_{-0.4}$ &            $<11.94215 $ &   $2.40000 \pm 1.21000$ & $40.00000 \pm 0.00000$ &               $<3.15638$
 HESSJ1837-069 & 5.5000e+02 &    2.23 &                    6.6 & $69.59796 \pm 22.63735$ &  $22.90000 \pm 8.58000$ &  $0.63900 \pm 0.24300$ & $ 36.27399 \pm 15.39717$
 HESSJ1841-055 & 5.9000e+02 &    4.97 &                   1.30 & $89.07005 \pm 19.59332$ &  $23.47835 \pm 3.43665$ &                \nodata &   $ 1.80106 \pm 0.39619$
 HESSJ1846-029 &   8.10e+36 &    0.73 &                   5.10 &                 $<11.4$ &           $9.0 \pm 1.5$ &       $29.00 \pm 1.40$ &                  \nodata
 HESSJ1848-018 &    \nodata & \nodata &                   4.70 & $30.04318 \pm 16.55967$ &   $4.32062 \pm 0.99020$ &                \nodata &  $ 12.94075 \pm 7.13289$
 HESSJ1849-000 & 9.8000e+02 &   42.90 &                   7.00 &             $<7.27354 $ &   $2.12000 \pm 0.41000$ &  $0.90000 \pm 0.20000$ &               $<4.26435$
 HESSJ1857+026 & 4.6000e+02 &   20.60 &                    9.0 & $58.29851 \pm 10.07528$ &  $18.41000 \pm 2.88000$ &                \nodata & $ 56.50065 \pm 17.95429$
 HESSJ1912+101 & 2.9000e+02 &  169.00 &                   4.48 &            $<26.51214 $ &   $7.27000 \pm 3.73100$ &                \nodata &               $<7.30867$
 MGROJ0631+105 & 1.7000e+01 &   43.60 &           1.0$\pm 0.2$ &             $<5.95656 $ &                 \nodata &                \nodata &               $<0.07127$
  MGROJ0632+17 & 3.2000e+00 &  342.00 & 0.20$^{+0.02}_{-0.01}$ &            $<29.05020 $ &                 \nodata &                \nodata &               $<0.01390$
  MGROJ1908+06 & 2.8240e+02 &    19.5 &            $3.2\pm0.3$ &            $<31.78092 $ &  $11.90000 \pm 4.77000$ &                \nodata &               $<3.89383$
  MGROJ2019+37 & 3.4000e+02 &   17.20 &         10$^{+4}_{-2}$ &            $<26.74876 $ &                 \nodata &                \nodata &              $<20.48305$
 MGROJ2228+611 & 2.2000e+03 &   10.50 &           0.8$\pm 0.2$ &            $<11.58221 $ &                 \nodata &  $0.88400 \pm 0.02060$ &               $<7.38496$
  VERJ0006+727 & 4.5000e+01 &   13.90 & 1.40$^{+0.30}_{-0.30}$ &             $<6.89932 $ &                 \nodata &                \nodata &               $<0.16180$
  VERJ1930+188 & 1.2000e+03 &    2.89 &                    5.0 &             $<5.52035 $ &   $2.26000 \pm 1.28000$ &  $5.23000 \pm 0.12200$ &               $<5.35011$
  VERJ1959+208 & 1.6000e+01 & \nodata &            $2.5\pm1.0$ &             $<1.90154 $ &                 \nodata &                \nodata &               $<0.14220$
        Vela-X &   6.90e+36 &   11.30 & 0.30$^{+0.02}_{-0.02}$ &          $134.2\pm11.1$ &           $79.0\pm21.9$ &       $53.90 \pm 10.8$ &          $0.14 \pm 0.02$
